Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"How qualified do you think you are to write about this topic? (based on background knowledge, understanding of prompts, etc.)?","During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the essay.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* essay if I wrote the essay alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing persuasive essays.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the essay I wrote.,I am confident in my ability to write an essay with the help of the system.,I feel like the essay is mine. ,____% of the essay is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
9/1/2021 8:17:58,A3S67QA0SQVPUJ,8288555e033840c3a745e220afdb4aa6,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,4,1,5,5,5,"The system didn't provide any responses that were creative.  It was mostly related to what I had already written--which is good.  It just didn't suggest any new, creative scenarios.",7,7,7,7,80,7,
9/1/2021 8:49:20,A3S67QA0SQVPUJ,e7107e7319eb4ab18a7e3fc4445b2d91,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,5,1,7,5,5,I had no issues while using the suggestion system during this session.,7,7,7,7,85,7,
9/2/2021 10:06:42,A3S67QA0SQVPUJ,2d20ee9a7295455a9ab7cd2d8140ddfb,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,7,1,7,7,7,"The system was able to suggest phrases that fit in my writing well.  There were a couple of times when the system suggested something that didn't seem relevant.  It may just be a single word suggestion like ""footnote"".  Other than that, it worked fine.",7,7,7,7,75,7,
9/5/2021 14:37:36,A3VEF4M5FIN7KH,4cdeeb7605ca48f8a34eb3c688537ecd,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,n/a,7,7,7,7,70,7,"I just wanted to say that in the previous survey that I put strongly disagree for the last question above from misunderstanding what it said. I thought that it said that I would refuse the system if it was for free, so I put strongly disagree because I would use the system every time. Sorry about that."
9/5/2021 14:04:38,A3VEF4M5FIN7KH ,6c16f972111c483a9d45114c12e381ff,Yes,You are absolutely certain about your qualification.,7,2,4,5,7,7,none,7,7,7,7,99,1,
8/25/2021 13:48:32,A6KOTWP7N7RLU,35a38bcbc9e94604b0c731ca8cc5de51,Yes,You are absolutely certain about your qualification.,5,6,4,5,5,5,"Some of the suggestions seemed random, and at other times, they were helpful, but not immediately so, because I was writing about a different sub-topic.  Unfortunately, though, the system forces me to take the suggestions immediately, otherwise they are lost.  This needs to change.",5,6,6,6,75,4,
8/25/2021 14:04:53,A6KOTWP7N7RLU,83a18344884f45408957086dc933dfc7,Yes,You are fairly confident in your qualification.,6,6,4,5,6,5,"The suggestions from the AI were helpful, but the requirement to keep collaborating and to avoid being idle causes me to write essays that are not as well-organized as I would have preferred",5,6,6,5,85,5,
8/25/2021 15:52:02,A6KOTWP7N7RLU,aec86c4e50874219b34fc6bbebe815de,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,2,6,6,6,"The AI system worked very well in this session, so I have no suggestions",6,7,6,6,75,6,
8/25/2021 17:44:15,A6KOTWP7N7RLU,9acd2cb9d930425fba58dfd597a8449a,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,4,5,5,5,"It was easy to lose track of the original prompt due to the suggestions that the AI was giving me, but I think this was because the AI was reacting to what I had already written.  Perhaps it could be programmed to keep the original prompt in mind.",6,6,6,7,85,5,
8/25/2021 18:32:48,A6KOTWP7N7RLU,5de04cda76194f70ba4a49ba5c34ad14,Yes,You are fairly confident in your qualification.,5,6,3,4,5,5,I have no suggestions on this session. The AI worked well and was very helpful (even if it did run out of ideas toward the end),5,6,6,6,90,5,
8/25/2021 18:47:15,A6KOTWP7N7RLU,d08ae131480c41d8bfa5dc129fdd468c,Yes,"You are confident in your qualification, but not absolutely certain.",5,5,3,5,5,4,"When the AI runs out of ideas for suggestions, it may be helpful to simply repeat the original question, to prevent people from getting too off-track when following prior suggestions from the AI.",6,6,5,5,80,4,
8/25/2021 21:35:32,A6KOTWP7N7RLU,0a83297c1ce94d15b358d79e533396c7,Yes,"You are confident in your qualification, but not absolutely certain.",5,5,3,4,4,5,"The AI was helpful at times, but mostly just repeated itself and (worse yet) sometimes repeated sentences that I had already written.  I wish it had more to offer in this session.",4,5,5,6,90,4,
8/25/2021 21:51:06,A6KOTWP7N7RLU,5a933e794e664407b79affecbbe3d4de,Yes,You are fairly confident in your qualification.,5,5,3,4,5,4,"The AI was helpful during this session, but not as helpful as I would have liked.  Its suggestions were either repetitive or unrelated to what I was already writing.",4,5,5,5,85,4,
8/25/2021 22:31:43,A6KOTWP7N7RLU,19e0638afb10418090e98d1da3e7de55,Yes,"You are confident in your qualification, but not absolutely certain.",4,3,4,4,3,3,"The AI felt like it had stopped trying to help during this session.  While it provided some great prompts at the beginning, all it did was repeat its original question to me whenever I tried to collaborate with it during the later stages.",4,5,6,7,90,3,
8/26/2021 14:53:41,A6KOTWP7N7RLU,9d3e7052684f42c1b805622fd2aa1c26,Yes,"You are confident in your qualification, but not absolutely certain.",6,6,2,5,5,5,"The AI didn't have many suggestions that were specific to what I was already writing, and I would like to see more of that.  However, I appreciated the broad prompts that it gave when it ran out of ideas, these helped me to keep writing.",6,6,6,7,90,5,
8/26/2021 15:10:16,A6KOTWP7N7RLU,982b7a3621a745a8a4b5b7aea92938b0,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,3,6,6,5,"I would like to be able to go back to earlier points in my own writing, and receive a suggestion that was related to that section, rather than just getting a suggestion about the last thing I wrote (or the last thing that the AI suggested)",6,6,6,5,70,6,
8/26/2021 3:46:39,A8C3WNWRBWUXO,5a3f1a4ce4ec4551948e72537479b286,Yes,You are fairly confident in your qualification.,6,5,5,6,5,6,"Not all the suggestion were relevant, I recall that one was just a website address. Some of the sentences, also, cut off before reaching the end of the thought.",5,5,5,5,67,5,"It sometimes fees like the suggestions interfere with the flow of the paragraph, although the thought is right, it just doesn't fit perfectly with what I've said before, a little jarring."
8/26/2021 11:20:10,A8C3WNWRBWUXO,d66ce131a9a84210aadfe68e211e29df,Yes,You are fairly confident in your qualification.,6,5,6,6,5,5,"The suggestions seemed repetitive, this time around.  I did not feel that I was able to expand my view from it's initial starting point.  It did give me some expansion on the points I was making, but nothing beyond them.",6,5,5,5,70,6,"I have done a few of these now, with experience, I find it easier to know when to use them, and what I am looking for when I do use it."
8/26/2021 14:21:02,A8C3WNWRBWUXO,c790c4b915e84dbf8e283b598105ea90,Yes,You are absolutely certain about your qualification.,5,5,3,6,6,6,"Some of the suggestions were irrelevant, one said 'Jeff, Netherlands.'  Which had no relation to what I was writing about.  I did not find much variety, this time, in the option presented to me, and they did not provoke much creativity in my to go beyond my initial thoughts.",6,6,5,5,67,6,"With practice, I feel like I am becoming better at using this tool, and more confident that I can use it to my benefit.  It works well when I hit a road block, even if I don't use the suggestion it can spark some other ideas.  It's a little like those Brian Eno cards, Oblique Strategies."
8/26/2021 17:27:47,A8C3WNWRBWUXO,5a9ce5e82d814d418a7a1a0be11d36ac,Yes,"You are confident in your qualification, but not absolutely certain.",5,3,4,3,4,5,"There was very little in the way of a broad opinion in the suggestions I got, they repeated a lot, and didn't seem to add anything new to the arguments I was making.  ",5,6,5,6,75,6,"I did not feel so helped along this time around, even the sentences I used I felt like I had prepared already in my initial thoughts.  Still, sometimes the thoughts were better organized than my own."
8/26/2021 18:45:52,A8C3WNWRBWUXO,4e3e3c07acd645eeac9f8a18dcc9b796,Yes,"You are confident in your qualification, but not absolutely certain.",6,3,4,3,3,3,"Each time I pressed the Tab button I appeared to get the same selection of sentences, some of which I had already expressed prior.  There was not much subtlety to the sentences, and they did not flow very well from what I had already written.",3,4,3,5,75,4,"Of all these that I've done, I found this particular attempt to be the least helpful in getting me to a point where I was happy with what I submitted.  There seemed little creativity in what it was offering me."
8/26/2021 19:07:52,A8C3WNWRBWUXO,47a8415fe50c4a03ab98ef71901e3368,Yes,"You are confident in your qualification, but not absolutely certain.",4,3,4,3,2,3,"I got suggestions for the first part of my essay, but after a point I kept getting the same message after I pressed the Tab, 'writingwithai.glitch.me says No suggestions to be shown. Press tab key to try again!'  I didn't get any suggestions after the message appeared the first time.  I tried numerous time, but only got the same prompt.",3,4,4,6,85,2,"It felt like the system let me down and was of little use in aiding me to write, explore other options or lines of dialogue."
8/27/2021 6:00:57,A8C3WNWRBWUXO,7b93ed4e9e4b4cd0a9ff25766708881f,Yes,You are absolutely certain about your qualification.,6,5,3,5,5,6,"The suggestions were very limited in scope, often the group presented was just a variation on a single idea.  They did not seem to expand beyond the central concept we were communicating.  It did allow me to produce better framing of the ideas I was trying to express.",5,5,5,6,65,6,There just weren't being sentences presented that felt like they broadened the idea being argued for.
8/27/2021 11:22:43,A8C3WNWRBWUXO,3abe5c42eefe48868ba2f185d1853c93,Yes,"You are confident in your qualification, but not absolutely certain.",6,3,4,3,4,3,"The suggestions were very limited, most were good starting points for the argument as a whole, but not many of the suggestions expanded on that beginning.  Most times I asked it seemed that I was getting ideas for the start of the paragraph, certainly not the middle.  Had I hit a road block in my thinking I'm not sure the suggestions would have removed the impediment.",4,3,4,5,67,4,"The more broad the suggestions the better for using the system.  Sometimes the suggestions are narrow and don't aide, too much, the broadening of the basic ideas."
8/28/2021 12:03:59,A8C3WNWRBWUXO,e2cdf3ffc1fb4396a67368c8331d4f58,Yes,You are absolutely certain about your qualification.,6,5,2,6,5,6,"The system was able to complete sentences and expand on the ideas I was saying.  However, the times I got a number of suggestions, three or four, they were, essential the same ideas, with the words almost the same but presented in a different order. ",6,6,5,5,60,6,"I typically find the system works better at the start of a paragraph, and when you are confirming something you already said.  It does not allow so much development of a theme."
8/29/2021 10:40:06,A8C3WNWRBWUXO,bdd6826fee2c4f38974238932fa351f8,Yes,You are fairly confident in your qualification.,5,3,4,4,3,3,"There was one instance where 'themselves' was misspelt.  During the activity I did not feel the system allowed me to explore the topic very well.  I felt the suggestions were just rehashes of what I'd already written. I felt any expansion of the arguments came from me, not the system.",4,3,4,5,65,4,"The range of sentence options should be wider, suggestions were to narrow."
8/29/2021 13:49:37,A8C3WNWRBWUXO,30e6840eba364ca984ebf0c4b5451277,Yes,"You are confident in your qualification, but not absolutely certain.",6,3,5,3,3,3,"I never felt like the system aided me on coming up with arguments to pursue the line of thought I was trying to make.  The ideas presented were very basic, and suited to the start of the argument, but were not nuanced, and did not produced ideas beyond that.  As a result, I felt my piece was a little disjointed and not fully formed.",3,2,3,5,75,3,"I really struggled for ideas to argue my point, other than go over the same point.  I did not feel helped, in this instance of using the system."
8/29/2021 17:45:15,A8C3WNWRBWUXO,e06104f363824cd3b6c204c905c47f71,Yes,"You are confident in your qualification, but not absolutely certain.",6,4,2,5,5,5,"I felt the systems helped me move along with the writing.  It did not provoke any epiphanies with what I was saying, but it did allow me to better frame the arguments.  The suggestions tending to be more succinct that what I was about to write.",6,6,5,5,65,6,"I think it is a matter of knowing how to use it, when and why."
9/5/2021 7:22:59,A8C3WNWRBWUXO,3554566875594510b570adb5a12a7319,Yes,You are fairly confident in your qualification.,6,6,2,6,5,6,"I took a stance that I was not confident in, but found the system was able to generate wording that allowed me to pursue the arguments down that path.  It seemed to be aware of what I was trying to convey, and could complete sentences, and add content.  It did not really generate any original ideas.",6,5,6,5,65,6,"I found this more useful when writing from a point of view that was not natural to me, than when I am more confident in what I am writing."
9/5/2021 16:46:18,A8C3WNWRBWUXO,9b94bdf538854dee9dafd358ae40b55b,Yes,"You are confident in your qualification, but not absolutely certain.",6,3,4,5,4,5,"I felt like the system was able to finish and flesh out ideas I had in mind, but I did not feel that is helped me add anything new to what I first planned to write.  Because of it I may have written some things a little differently, but the essence of what I was trying to convey did not change. ",5,4,4,5,70,4,"I would say that this time I did not deviate much from my original outline, and that the system just allowed me to finish sentences.  I could see a student, who was trying to cut down on writing time might find it useful."
9/5/2021 17:03:20,A8C3WNWRBWUXO,f4d98feb9e2f478abc3817bdfef5cca0,Yes,"You are confident in your qualification, but not absolutely certain.",6,3,5,3,3,4,"The system seemed to know where I was going with this piece, but I can't say it helped me much to be any more creative.  The suggestions were sometimes off the mark from what I was writing, or were repeating things already said or implied.  The suggestions seem weak and there was no deeper insight into the arguements.",3,3,3,4,75,3,I did not feel helped along with this use of the system.
8/26/2021 8:07:22,ABL2FXYMI00T6,440fa5b3461a45579c96533ffe0e1396,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",4,2,6,4,3,4,the only suggestions i got throughout this round didn't really help me come sup with new points to bring up. ,6,3,4,4,90,4,
8/26/2021 8:42:03,ABL2FXYMI00T6,78526ab498154d079cd1b2584ee25e3d,Yes,You are fairly confident in your qualification.,6,5,3,5,5,6,"There were quite a few specific examples provided that i felt were relevant to the topic, they were definitely something I would not of thought to write. The suggestions this round were a 8/10",6,6,6,5,60,6,
8/26/2021 20:49:16,AKLV0WIZZ356X,b5f8899be4134579aa75c7625414fa25,Yes,You are absolutely certain about your qualification.,7,7,1,6,7,7,It was too much fun. Don't improve it.,7,7,7,7,50,7,thanks!
8/26/2021 8:09:29,ANCIB6B6EBBIJ,5a4cb8c136654eca8e43025462bd2bf0,Yes,You are absolutely certain about your qualification.,7,7,1,7,6,6,In the very beginning I didn't find the suggestions to be AS useful as in the rest of the writing but they were still satisfactory. I recall no specific thing that could be improved. ,7,6,6,6,60,7,The system was really good at suggesting things I hadn't thought of this time. 
8/26/2021 12:52:34,ANCIB6B6EBBIJ,c189c81b229d43d08fd95cf5f8e2efd3,Yes,"You are confident in your qualification, but not absolutely certain.",6,5,5,7,6,6,The first couple of rounds of suggestions were very basic so I had to come up with more detail on my own to make them more helpful. This was fine. ,6,7,6,7,70,6,
8/26/2021 13:11:10,ANCIB6B6EBBIJ,75297fb95d624e0fbc4f88c114a790e7,Yes,You are absolutely certain about your qualification.,7,6,2,7,7,7,The AI was go great at reading my mind and helping me elaborate my thoughts..maybe more new ideas would have been good but I'm not sure because it was really great this time.  ,7,7,7,7,65,7,
8/27/2021 5:57:12,ANCIB6B6EBBIJ,474d81b6da2d453aa90eade3a94276a2,Yes,You are absolutely certain about your qualification.,7,4,4,6,5,5,"When I began suggesting there were other ways to ""keep up"" that didn't involve the news, the system seemed to struggle to help me elaborate on that. ",5,6,6,6,78,5,
8/27/2021 6:33:02,ANCIB6B6EBBIJ,ef55c8ebb7da450e8339b2b17bcc1065,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,3,7,7,7,The AI really seemed to understand what I was saying and gave suggestions useful enough to use without edits. I can recall no specific examples this round. ,7,7,7,7,60,7,I feel like it was reading my mind this time. 
8/27/2021 7:43:54,ANCIB6B6EBBIJ,eab0944cac644cf39767ad674d8a79cd,Yes,You are absolutely certain about your qualification.,6,2,6,7,4,2,"The system again and again gave suggestions that represented the opposite position to the one that I was trying to defend. When I was saying that caring more for animals is not wrong for different reasons, the suggestions were phrases that stated the opposite. I had to use some of these to incorporate the AI, but I then edited them for the correct meaning. ",3,4,4,4,85,2,
8/27/2021 8:41:49,ANCIB6B6EBBIJ,8c11358444974bf0b5224183acd8149d,Yes,"You are confident in your qualification, but not absolutely certain.",6,6,3,6,7,7,"Some of the suggestions were extra conversational and informal. I used one that started the sentence with ""It's like, ..."" followed by a statement. Sometimes this might be fine but I don't prefer to use ""like"" in this way. ",6,6,6,6,65,6,
8/27/2021 9:13:00,ANCIB6B6EBBIJ,d4b47a8a66b84e8ebdf986e6d4edf139,Yes,You are fairly confident in your qualification.,6,6,2,7,6,5,Among the suggestions I saw just as many that were not aligned with my position as ones that were. It took more careful reading to decide which ones were useful because of this. ,5,4,5,5,65,4,
8/27/2021 9:30:27,ANCIB6B6EBBIJ,1666138deed446cdaa2afc26f72aa18b,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,3,7,6,6,"Mostly good this time except one nonsensical suggestion that mentioned ""SIDS"" and ""co-sleeping debate"" ",6,6,6,7,65,6,
8/29/2021 9:11:31,ANCIB6B6EBBIJ,ed28deb9482b487187772fe47682f1f4,Yes,You are absolutely certain about your qualification.,7,6,3,7,6,6,"The system helped me embellish ideas I already had but didn't help so much to inspire me to think of anything new. It suggested I mention ""this is an important issue"" or something similar several times even after I had already used it.",5,5,6,6,75,5,
8/29/2021 9:43:31,ANCIB6B6EBBIJ,b219ab2c3b5140e3a209c6324af6344b,Yes,You are absolutely certain about your qualification.,6,5,3,7,6,5,Several suggestions weren't hardly usable. I got a lot of short questions with a (?) that wouldn't have made sense in what I was writing.,6,6,6,6,70,6,
8/29/2021 10:01:33,ANCIB6B6EBBIJ,d335521141c84360aad24ece4e5760f7,Yes,You are absolutely certain about your qualification.,7,4,6,7,5,5,I just wasn't getting much that inspired me to develop the writing further. A few good sentences but after that they sounded like what I already wrote. I don't recall the specifics here.,5,5,4,5,85,4,
8/29/2021 17:00:59,ANCIB6B6EBBIJ,d99cfbfd0ad046c1aae83216a52334d9,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,It was really helpful this time. I let the system lead more in the beginning before I added many details and it followed well as I went along this time. Nothing I would change about the AI this session. ,7,7,7,7,58,7,
8/29/2021 17:21:37,ANCIB6B6EBBIJ,e3771827917b40df9c4b10981200336d,Yes,"You are confident in your qualification, but not absolutely certain.",6,6,3,7,6,6,I felt stuck in a spot in the middle and the system wasn't much help. It offered a suggestion I didn't like and when I hit tab again it had no more suggestions. Only this one spot though. Otherwise it was helpful.,6,6,6,6,73,6,
8/29/2021 17:40:06,ANCIB6B6EBBIJ,5caae848f6e048e2bc791363cc27eb30,Yes,You are absolutely certain about your qualification.,7,6,3,7,6,7,"When I stated a position, I hoped at this point the system would help me generate reasons, but I had to come up with one of my own before it gave out a new idea as suggestion. ",6,6,7,6,75,6,
8/29/2021 18:06:46,ANCIB6B6EBBIJ,1ab526811cb04829be91e2ac7fd18b67,Yes,You are absolutely certain about your qualification.,7,6,3,7,7,5,"At one point the system was trying to suggest something opposite of my stated position (that pads and tampons NOT the same as toilet paper, when I already had mentioned I thought they WERE the same.) Only that time though.",5,6,5,6,80,5,
8/29/2021 18:41:51,ANCIB6B6EBBIJ,66205a33c6084ec39f3ca9ebd2c0cfee,Yes,You are absolutely certain about your qualification.,7,6,3,7,6,6,"The suggestions mostly helped me better elaborate on what I wanted to write anyway. In one place it seemed incapable of giving a suggestion. Just the once though. I continued on, able to use it later.",6,6,6,7,70,6,
8/30/2021 14:54:58,ANCIB6B6EBBIJ,f84ff332dc06486c9d61698be8666941,Yes,You are absolutely certain about your qualification.,6,3,6,6,5,2,Multiple times the system kept giving suggestions OPPOSITE of my stated position. Sometimes a plain statement of the opposite of what I had already said. It made it really hard to work with because this kept continuing. ,3,4,4,5,88,1,I'm not sure if the AI works well with this particular prompt. It hasn't for me so far. 
8/30/2021 15:31:39,ANCIB6B6EBBIJ,28235ea07022429aa701f74544db5684,Yes,You are absolutely certain about your qualification.,7,6,3,7,6,7,"It gave me really good, developed suggestions I could work with. One time though, it kept giving me different versions of a statement I didn't want to use and nothing else (""...social interaction""), so I went on and used it. ",6,7,7,6,65,6,
8/30/2021 16:01:23,ANCIB6B6EBBIJ,d96bcc1feae84415a6c1abeb78195689,Yes,You are absolutely certain about your qualification.,6,7,1,7,7,7,"Amazing this time, it even provided a correct summary sentence about my 3 points. I did get a couple that were redundant sounding ""...students should learn good knowledge,"" or something like that.",7,7,6,7,58,7,
8/30/2021 16:33:11,ANCIB6B6EBBIJ,3622a1e30581463fa5850f1f8325d26e,Yes,"You are confident in your qualification, but not absolutely certain.",7,5,3,7,6,5,"Mixed this time. It alternated between giving a great suggestion to not having one to offer, like twice. The good ones were creative and good though.",5,5,5,5,70,5,
9/1/2021 10:11:23,ANCIB6B6EBBIJ,c7e132abc4b848b2839eef154a77351c,Yes,You are absolutely certain about your qualification.,7,7,2,7,7,7,"The suggestions were very helpful this time. There was one time it gave only one suggestion and the tab offered no more. But when I used it (""screen time...staying informed..."") I was given more suggestions on the rest of the turns. ",6,7,7,7,60,7,
9/1/2021 11:12:47,ANCIB6B6EBBIJ,d33439c9f8374d128d1696448b533162,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,There is nothing to improve in my opinion in this session. The system was FANTASTIC at giving me points for my position and successfully formulated a great ending that summarized what I had written as well as a human could. ,7,7,7,7,58,7,
9/1/2021 14:06:50,ANCIB6B6EBBIJ,11914c731ffe464791f9cb2b375f4d70,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,3,5,6,6,"A couple suggestions had redundancies. An example: ""...while cleaning the house or doing chores"". I would consider both of those to be the same thing, basically.",5,5,6,6,68,4,
9/1/2021 14:26:10,ANCIB6B6EBBIJ,43683de35ed942028d6c9b08538f0285,Yes,You are absolutely certain about your qualification.,6,3,6,4,4,3,"The suggestions given would have been more useful BEFORE the time they were given. I would move on from lets say ""Bandaids and toilet paper"" and it still wanted me to keep talking about it.",4,5,4,5,82,3,
9/2/2021 8:59:24,ANCIB6B6EBBIJ,7d7f05714c7e4cbf9050aa44c7de667c,Yes,You are absolutely certain about your qualification.,6,4,5,5,5,5,"I was given many suggestions that repeated my phrasing, for example after using ""It helps us because"", I was given all suggestions that started ""it helps us...""",4,4,5,5,78,3,
9/2/2021 9:19:52,ANCIB6B6EBBIJ,e601f928333c4a8d82e5fc522dbdc1d9,Yes,You are fairly confident in your qualification.,5,4,4,4,4,5,"A couple of suggestions were repetitive within itself. (""a sense of accomplishment from...can bring a person a great sense of accomplishment"") Otherwise it was ok with helping me write.",5,5,6,5,79,4,
9/2/2021 9:38:33,ANCIB6B6EBBIJ,118ff30fb8c848a9bdfad3c79a0143be,Yes,You are absolutely certain about your qualification.,7,7,2,7,6,6,It was fine this time. The system gave plenty of usable suggestions that contributed to the flow of my writing. ,6,6,6,7,70,6,
9/2/2021 10:17:30,ANCIB6B6EBBIJ,e6b54867c5fb4b8a9806a93b6cee4526,Yes,You are absolutely certain about your qualification.,7,7,2,7,6,7,It gave good suggestions this time. Not super creative but they were fluent and flowed with the writing.,6,7,7,7,70,6,
9/2/2021 14:54:08,ANCIB6B6EBBIJ,c790716311e749bfac75cde237a3f5b6,Yes,"You are confident in your qualification, but not absolutely certain.",6,4,5,5,5,4,"I wanted a suggestion after the first sentence and I got rewordings of it. A lot of them started with ""I"", like it want to suggest I talk about myself although it didn't really fit.",4,4,4,5,80,3,
9/2/2021 15:11:26,ANCIB6B6EBBIJ,5d2c9f7e84ba4ec9a805fbcc37487f0b,Yes,You are absolutely certain about your qualification.,6,5,3,6,6,6,"It was mostly ok this time but a couple of suggestions were questions, which wouldn't have made sense.",6,6,6,6,68,5,
9/2/2021 15:47:10,ANCIB6B6EBBIJ,fdd85d76a9eb42d994e75ce952202309,Yes,"You are confident in your qualification, but not absolutely certain.",6,6,3,6,7,6,"One time I got suggestions that all mentioned driving, I hit tab and they were about driving too. I didn't want to use that but that's all I got. Other times were much better.",6,6,6,6,75,5,
9/2/2021 16:04:41,ANCIB6B6EBBIJ,2f07a39c7b1848559d1f4786591771ba,Yes,"You are confident in your qualification, but not absolutely certain.",6,7,2,7,7,7,It did great getting me unstuck once this time. ,6,6,7,7,65,6,
9/3/2021 10:14:51,ANCIB6B6EBBIJ,c9cb7242b4c44fdb97c5ecedb7d5cf4a,Yes,You are absolutely certain about your qualification.,6,7,2,6,7,7,"Some of the suggestions sounded overly simplistic in their wording, so I had to make adjustments. Suggestions for the very last sentence that summarized were great and the system really understood the structure of what I was writing. ",6,7,7,7,60,7,
9/3/2021 10:49:53,ANCIB6B6EBBIJ,77f7082a5846485e95262a6dc0ffed79,Yes,You are fairly confident in your qualification.,7,6,2,7,7,7,"The system was gave me suggestions that were useful, especially for a topic I'm not so knowledgeable about. ",6,6,7,6,65,6,
8/19/2021 12:28:14,APRZ7BR8C0ZMQ ,e76e0164df714bae95772dba5e3d7a5f,Yes,"You are confident in your qualification, but not absolutely certain.",1,1,7,1,1,1,"Something happened today that hasn't happened before, almost everytime I pressed tab, I got ""No suggestions"" type message. I only got like one suggestion one time that had any value at all, later on it repeated this exact suggestion. I think something's broken.",1,1,1,7,99,1,Kept getting the No suggestion idea. Awful.
8/21/2021 13:04:35,APRZ7BR8C0ZMQ ,f86e93e1f9e8447baa49531e1fe80f04,Yes,You are absolutely certain about your qualification.,3,3,2,2,2,3,"It kept repeating the same thing, ""Limit screen time for children"" Or some such, in fact it repeated it twice in one press of the tab. Another time it didn't give me any idea at all, it was not helpful.",2,5,2,7,93,1,
8/23/2021 3:08:14,APRZ7BR8C0ZMQ ,80005a3c4ee74a1cbe252ef51a2cc4b7,Yes,You are absolutely certain about your qualification.,5,6,4,6,5,6,"I would like even more diversity in possible suggestions, but the suggestions today aren't bad. Not at all.",6,6,7,6,92,6,
8/23/2021 12:08:39,APRZ7BR8C0ZMQ ,8590b229160046b698adbd688baf377f,Yes,You are absolutely certain about your qualification.,5,4,6,3,1,1,"During the last half of the essay, anytime I tried to get a suggestion either I was given a single generic one repeated many times or, most often, Nothing. Pressing tab again as suggested also did nothing.",2,7,3,7,98,1,"Seemed to malfunction, only giving no suggestions half the time I tried it."
8/26/2021 6:16:02,APRZ7BR8C0ZMQ ,575795c2253e49f9adb3bd64dd8bf896,Yes,You are absolutely certain about your qualification.,2,3,4,3,2,2,"There were many repeated sentences and suggestions. once there was NO suggestion. That was when I truly needed it most, frustrating.",3,7,4,7,95,3,
8/31/2021 12:50:59,APRZ7BR8C0ZMQ ,707e42157d1e4889ade8302bfca7f90b,Yes,You are absolutely certain about your qualification.,2,2,7,1,1,2,"The last three times I asked for advice I got ""No suggestions"" and no ideas. The time before that, I got a repeat of earlier idea. NOT a new one.",2,2,1,7,99,1,
9/1/2021 8:54:58,APRZ7BR8C0ZMQ ,c5f794c4dc3f406abd65ff4ecd7af49a,Yes,You are absolutely certain about your qualification.,4,4,6,2,2,2,"I don't like that once you get most of the way done, like today, when pressing tab, getting ""no suggestions"" is irritating. Also when the same exact sentences are presented more than two times as options, it's not really helpful.",2,7,7,7,98,1,
9/1/2021 9:31:15,APRZ7BR8C0ZMQ ,25c8204b269c46baa42c4dc816b87c1b,Yes,You are absolutely certain about your qualification.,6,5,5,5,5,5,"I do like that there were several varied options this time, which is unusual. It's much better.",5,6,5,6,84,5,
9/4/2021 5:58:31,APRZ7BR8C0ZMQ ,407f635e5ace4dc3929dd7838318b96f,Yes,You are absolutely certain about your qualification.,5,5,5,3,4,4,"Why are ""wikipedia, content creations"" given as hints? Weird.",4,7,6,7,94,4,
8/19/2021 3:38:40,ASVRLMDNQBUD9,01e3a2f5c2a442fe9225e0c9ef56a5f5,Yes,You are fairly confident in your qualification.,6,3,4,7,6,7,"All the ideas the AI tossed out were really all the same thing said in different words, but still on point.",7,7,6,7,90,7,"During the last 2 minute and 30ish seconds my WiFi connection dropped for about a minute, so to hopefully avoid a rejection and not toss out all my work I already had I wrote for a couple of extra minutes after the timer expired. Sorry about that. Thanks."
8/19/2021 6:40:37,ASVRLMDNQBUD9,9e408240b6c34495b3d20597eaa1dd80,Yes,"You are confident in your qualification, but not absolutely certain.",7,6,3,7,6,7,AI was really on point this time. It really helped guide the topic. No way I can see to improve it here.,7,7,7,6,65,7,Nothing I can think of. Thanks.
