Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the story.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* story if I wrote the story alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing creative stories.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the story I wrote.,I am confident in my ability to write a story with the help of the system.,I feel like the story is mine. ,____% of the story is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/26/2021 11:48:38,A3S67QA0SQVPUJ,fbb32c24be3a4c2ca06df09c9b881fc0,Yes,7,7,1,7,7,7,"There was one time where the suggestion was just a repeat of a previous sentence.  Other than that, the system did well.",7,7,7,7,80,7,
8/26/2021 12:54:30,A3S67QA0SQVPUJ,73b5e738538a4faaae2e02478f7c50bc,Yes,7,7,1,7,7,7,The suggestions were flawlessly this session.  I had no issues.,7,7,7,7,75,7,
8/27/2021 5:34:55,A3S67QA0SQVPUJ,bbad29dc74f346269cc42a7563e4c865,Yes,7,7,1,7,7,7,I have no suggestions to add.  The suggestions worked well in giving me ideas on what to write.,7,7,7,7,70,7,
8/27/2021 5:51:23,A3S67QA0SQVPUJ,75502f7ab83b42189c79a1972db22bb0,Yes,7,7,1,7,7,7,I thought the suggestions performed wonderfully this session.  I don't have any suggestions. ,7,7,7,7,70,7,
8/27/2021 6:23:07,A3S67QA0SQVPUJ,8cce12dd32d841368470d67ab55f4efb,Yes,7,5,1,6,6,6,"If there was a way to get the suggestion to offer ""ending"" phrases that would be great.  If I am trying to end the story, it would be nice if I could pick from a set of suggestions that are more tailored to be phrases I could end with as opposed to continuing the story.",7,7,7,7,80,7,
8/27/2021 10:19:22,A3S67QA0SQVPUJ,1e93ad6e64e4478886b3fc31bef6a960,Yes,7,7,1,7,7,7,"I had a hard time trying to figure out how to start the essay.  However, the suggestions did really well in suggesting good sentences that I could use as an opener.  That is a very handy.  More of that would be nice.",7,7,7,7,60,7,
8/27/2021 10:50:11,A3S67QA0SQVPUJ,e8cdd0418ddb4263ae2799ded6316693,Yes,7,7,1,7,7,6,I thought the suggestion system did well so I have no tips for improvement.  I enjoyed how the system was able to give me a suggestion that helped me when I was stuck writing.,7,7,7,7,60,7,
8/27/2021 11:42:17,A3S67QA0SQVPUJ,b7ad3c9340a24e57b3c342bc9ffb73ee,Yes,7,7,1,7,7,5,The suggestion system was very helpful in this session.  I had no issues.  It seemed to grasp very well what I was writing about.,7,7,7,7,60,7,
8/29/2021 9:59:39,A3S67QA0SQVPUJ,5c1905e6a05c4203b624c4db10ede78a,Yes,7,3,1,4,4,4,There were multiple times where the suggestion system couldn't provide any suggestions.  I wasn't able to use the system as much to aide me in generating creative ideas.,5,6,5,7,90,5,
8/29/2021 10:39:30,A3S67QA0SQVPUJ,cb7d2cf75ece48b78a11b138e7f22600,Yes,7,7,1,7,7,7,I had no issues with the suggestion system.  It seemed to understand very well what I wanted to write.,7,7,7,7,70,7,
8/29/2021 11:14:56,A3S67QA0SQVPUJ,057b11be0cbb400ea2cfda2cf75292b2,Yes,7,6,1,7,7,7,It would be interesting if I could choose a topic for the suggestion system to generate an idea about.  That way I can use the suggestion system in more specific situations.,7,7,7,7,70,7,
8/31/2021 5:46:23,A3S67QA0SQVPUJ,0f2696c6c8b84e138f7eee63d731acfc,Yes,6,5,1,5,5,5,The system worked well in providing suggestions that were related to my previous comments.  I didn't have any issues.,6,7,7,7,80,7,
8/31/2021 6:28:13,A3S67QA0SQVPUJ,826d810475364edcb986259d5f3cfac2,Yes,7,7,1,7,7,7,The system did very well in this session.  I don't have any issues.  The suggestions system provided a great way for me to end the story which I liked.  It offered a suggestion about how the two characters walked by each other on the street.  I used that to make a good ending.  ,7,7,7,7,70,7,
8/31/2021 8:58:54,A3S67QA0SQVPUJ,6d6a8d63190243f685256031a59166dd,Yes,7,7,1,7,7,7,"I had no issues with the suggestion system.  I was very impressed by how it guessed exactly what I wanted to write.  For example, I was planning on mentioning one of the ""aliens"" in the story having a microchip.  I hadn't mentioned a chip in my story yet.  Yet, the system actually had a suggestion with a microchip in it.  ",7,7,7,7,75,7,
8/31/2021 9:20:40,A3S67QA0SQVPUJ,7505aec150f0434b8d1a0d15606c03d4,Yes,7,7,1,7,7,7,I had no issues.  The system was able to create good phrases that allowed me to transition to different parts of my story.,7,7,7,7,80,7,
8/31/2021 9:46:05,A3S67QA0SQVPUJ,f0b4803428a846c6b22e2d420e980a33,Yes,7,7,1,7,7,7,I had no issues with the suggestions.  The suggestions were very relevant to my writing.  It took into account my previous sentences.  ,7,7,7,7,80,7,
8/31/2021 10:18:57,A3S67QA0SQVPUJ,374e55af5f8642bdb6134332a8c6bc20,Yes,6,5,1,6,4,7,"The system did really well in suggestion phrases that were based on my previous writings.  In this session, I would say it didn't do well in suggestion relevant creative topics.  ",7,7,7,7,70,7,
9/1/2021 7:11:14,A3S67QA0SQVPUJ,17aac7590a114243a031617242747722,Yes,7,5,1,6,6,6,"I thought the suggestion system did well during this session.  It gave me a number of creative suggestions that fit within my story.  For example, there was a suggestion about a new anchor in my story that fit well.  More of that would be great.",7,7,7,7,70,7,
9/1/2021 7:41:52,A3S67QA0SQVPUJ,c6f8250e587f4288a48a616b2f1c1c6d,Yes,7,7,1,7,7,7,The system was a great help in this session.  There were certain areas where I was stuck and wasn't sure where to take the story.  The system helped with good suggestions.  I had no issues.,7,7,7,7,70,7,
9/2/2021 10:46:29,A3S67QA0SQVPUJ,3a4269f1287c41b39e11e940c82b5867,Yes,7,4,1,7,4,5,"In this session, I think the system was a little more repetitive.  It didn't help me create anything new.  It repeated sentences that were very similar to ones that I had written.",7,7,7,7,80,7,
9/3/2021 10:43:57,A3S67QA0SQVPUJ,2ce71b3ded9340529f08b8ce0bc0a2d1,Yes,7,5,1,7,5,6,"I thought the system did well in generating comments that helped to connect the themes of my writing.  It didn't present any creative new ideas, but it was still useful.",7,7,7,7,70,7,
8/15/2021 17:58:48,A3VEF4M5FIN7KH,5b721b51643b41c38ee4ddb543f0d8f6,Yes,7,7,1,7,7,7,I don't know. It was really helpful in giving me good suggestions to use to write the story.,7,7,7,7,80,7,I love the software. It really does work well!
8/30/2021 16:19:16,A3VEF4M5FIN7KH,4bdb5a30d17d40d7b160d942552c190b,Yes,7,7,1,7,7,7,It's hard to say as it's already very competent. ,7,7,7,7,85,7,
8/18/2021 13:15:58,A3VEF4M5FIN7KH ,e81d6b763cc44618a315a087b3ff155c,Yes,7,7,1,7,7,7,"I don't know if there are aspects that can be improved. I had the AI give me a suggestion for every last line in every paragraph to see what it could come up with and it was so relevant to the story and so understanding it's kind crazy. It's amazing. After the AI line in the last paragraphs, I wrote in parenthesis that it was the AI's line with an arrow pointing toward it to indicate that.",7,7,7,7,97%,7,I love this AI! I would seriously buy this AI from you to help me write various stories to see what it could come up with.
8/18/2021 13:50:52,A3VEF4M5FIN7KH ,5d97592b669a4155b2f8d7308d649c0d,Yes,7,7,1,7,7,7,I can't think of any way for it to be improved.,7,7,7,7,90%,7,
8/24/2021 12:42:45,A6KOTWP7N7RLU,25742b852b764843b15266008afdc15d,Yes,5,5,3,4,4,5,"I saw some suggestions from the AI that were random and nonsensical during this session.  I don't know why that happened, but it was distracting.  Otherwise, the system worked about as well as could be expected",5,6,6,6,75,5,
8/24/2021 12:57:51,A6KOTWP7N7RLU,53d34e075dc2454ebbc4e4e8878b0d15,Yes,6,6,4,5,5,5,"At some points in the process I wanted to go back and read previous suggestions, but I could not retrieve them.  I wish there was some way to go back.",5,5,5,5,65,4,
8/24/2021 13:32:07,A6KOTWP7N7RLU,e4611bd31b794677b02c52d5700b2e38,Yes,5,4,4,5,4,4,"The AI was helpful at first, but after a while it just started repeating its suggestions",5,4,5,5,80,4,
8/24/2021 13:48:54,A6KOTWP7N7RLU,7e42d4f3a53b4c3d9a55b6d3a7f7c6cb,Yes,5,5,2,4,4,3,"The AI was helpful at first, but quickly stopped providing me with any suggestions.  I wanted to interact with it more toward the end, but it didn't have anything to say.  Even fairly random suggestions could have been helpful.",4,5,5,5,80,4,
8/24/2021 14:04:15,A6KOTWP7N7RLU,4db95dde4eec4612b04570858ad628bf,Yes,5,5,3,5,4,4,"Everything worked pretty well this time, and I don't really have any suggestions.  The AI is working about as well as I have come to expect",5,5,6,5,80,4,
8/24/2021 14:23:41,A6KOTWP7N7RLU,eabc1c5c071c494ca5b65a3262ed7bbc,Yes,5,5,3,5,6,5,"I couldn't even read some of the first set of suggestions, because they were not visible at the top of the page.  And when I tried to resize the page, the suggestions disappeared after a few seconds, and I couldn't get them back.  There shouldn't be a time limit attached to the suggestions.  It might take a few seconds to decide on what I want to write!",5,5,5,4,85,4,
8/24/2021 14:53:43,A6KOTWP7N7RLU,ea7af12565a149238fc599eba8774c6b,Yes,6,4,3,6,6,4,"The suggestions were very creative this time, but they were different than what I had already started writing, so I couldn't use many of them.  Perhaps there could be a way to say ""more like this"" or to downvote some of the suggestions in order to get more useful prompts?",5,5,6,6,90,4,
8/24/2021 15:13:12,A6KOTWP7N7RLU,c2af9e5faf164318999484aaf8b04de2,Yes,4,5,4,4,4,3,"The AI was giving a lot of random suggestions this time, telling me things about video-game players.  At one point, it even copied one of my own sentences and suggested it to me for the next paragraph.  I think that this was a glitch.",4,5,5,6,90,4,
8/24/2021 15:34:51,A6KOTWP7N7RLU,af58ab552c724ef2bff4dd8108581e1c,Yes,5,5,2,6,6,6,"I don't really have any suggestions this time, because the AI seemed very perceptive of what I was writing, and its suggestions were reasonably helpful.",6,6,6,6,85,5,
8/26/2021 17:10:21,A6KOTWP7N7RLU,4542a8d2310247d1917ff1c79ac6171f,Yes,5,4,3,4,4,4,"I wish that the AI had more suggestions, and didn't just repeat itself so often.  When the AI has so few suggestions, perhaps there could be a timed reminder to collaborate with it every few minutes, so that writers don't get carried away and forget to at least try to get some input from the system.",6,6,6,7,90,4,
8/26/2021 7:33:30,A8C3WNWRBWUXO,1ee47cccb17b462e9947db961eb49b32,Yes,6,6,5,6,6,7,"The only thing is that the system seemed to know where my story was going and continued the path.  It did not provide any divergence, or push me in an alternative direction.",6,6,5,5,60,6,"I was surprised that it could read my mind, in terms of my intentions."
8/27/2021 18:30:48,A8C3WNWRBWUXO,f64a674b006c4fa6adaf1bba48049f6c,Yes,6,5,2,6,5,6,"The system did allow me to find words and phrases that expressed clearer what I was trying to say.  It seemed to be aware of the direction I was talking too, especially in the middle, when I was starting to find a structure to the story to bring it to a conclusion.   It did not prompt any change in direction, or alternate path, only carrying on did the path I had chosen.",6,3,3,4,60,6,"I struggled for an ending, or a way to wrap it up neatly.  I didn't feel I got much help with that, any of the suggestions I got just prolonged the story."
8/29/2021 7:11:03,A8C3WNWRBWUXO,1dbf9b439ab34c5e93c85bea3d285880,Yes,6,4,3,6,4,6,"The suggestions seemed relevant to what I was writing, and it seemed to know when I was making plot twists, and responded accordingly.  The suggestions were basic, and did not really prompt any spark of creativity in me, only carrying the narrative I'd already written.",6,5,4,6,65,6,"It does help to flesh out ideas and thoughts, but I did not feel it helped me be more creative."
8/29/2021 8:58:07,A8C3WNWRBWUXO,1a05d6f6ae524b638b5e3ea491d3fc4d,Yes,6,2,4,2,2,2,"I don't feel I got much help here developing my ideas, or received any suggestions that advanced the story.  Many of the suggestions were repeated over and over.  I did not feel the system understood, too well, the line of thought  I was pursuing.  When I did use it, it was only as emphasis of what I had already laid down.",4,3,3,5,75,3,I just did not feel it understood the story I was trying to tell.
8/29/2021 18:15:18,A8C3WNWRBWUXO,18de1e1d4baf4aabaf525a1f5bae3432,Yes,6,2,5,3,2,3,"I really did not feel that the system helped me much here.  I didn't really feel the suggestions  flowed from what I had written, or even sparked any ideas for me.  I tried the whole way through, but nearly all suggestions felt irrelevant to what I was trying to express.  Even at the start, I could not find a good starting sentence.",2,3,3,6,80,2,"I really struggled with this prompt.  I found it hard to get into a story.  I asked the system four or five times to start it off, but never felt happy with any suggestion."
8/30/2021 7:32:32,A8C3WNWRBWUXO,8f7e2949da2c45e597b39ee6e3f85d84,Yes,6,4,3,5,3,5,"I did not feel the systems helped me expand my ideas, or story.  It could help me with where I was at, and provide suggestions for line that carried on with my train of thought.  I did not feel it helped me come up with new ideas or point me in a new direction.  I struggle with wrapping up the story, and did not feel I was helped in this regard.",4,3,3,5,65,4,"I struggle to create a story, from the starting point, and coming up with a conclusion was not easy."
8/30/2021 8:12:39,A8C3WNWRBWUXO,62dbcb617b014907a21929678a2f985d,Yes,5,4,4,4,3,5,"At there beginning there were many irrelevant suggestions, book titles and description, not story ideas.  Later the system could see what I was writing and add content.  It did not lead me down any new paths but did finish and add to thoughts I already had.",5,5,3,3,70,5,I find it easier to use the system on the argumentative essays instead of the creative ones.  I feel the suggestion more helpful.
8/31/2021 8:25:35,A8C3WNWRBWUXO,d85ddd25fd5641a78bc996b77c55e82a,Yes,5,4,4,4,4,5,"My first few recommendations had no relevance to the task at hand, talking about video games, it seemed.  Later on it was able to assist me craft sentences better, but it did not really aide in crafting the story, or provide me with ways to progress.",4,3,3,5,65,3,I did not feel to happy with the story and struggled to find a narrative I was happy with.  I would have like more suggestions on how to progress from the starting point.
8/24/2021 10:54:12,ABL2FXYMI00T6,08fe846a966b49dea381904d0fc6d7a6,Yes,6,4,6,3,3,4,"Most of the suggestion were either repeated or did not make any sense, for this topic there wasn't much creativity in the suggestions.",4,3,4,6,80,5,
8/24/2021 11:08:04,ABL2FXYMI00T6,b7786334c02b44e8b062463726e43203,Yes,6,6,3,6,5,6,This writing session I experienced no issues with the suggestions. The suggestions were overall good for creativity.,6,6,6,3,50,6,
8/24/2021 11:26:39,ABL2FXYMI00T6,498f1c843ea64e9c8e1d90850b4a676b,Yes,7,7,2,7,7,7,This session had the best suggestions yet. So many excellent one's for creative writing. Absolute 10/10 for this session.,7,7,7,7,20,7,
8/26/2021 7:47:59,ABL2FXYMI00T6,feb421930b1a46f2a4829239384c1bd9,Yes,5,3,4,4,4,4,Just give a few more options as some options were repeated throughout,6,2,4,4,60,4,
8/19/2021 19:39:00,AFIK3VBMMX6G6,4ae07eece3a740de9b77f65ae67a10ad,Yes,5,6,4,5,5,4,"AI sometimes doesn't attempt to draw specifics from previous sentence, instead being general",7,6,7,5,70,6,
8/23/2021 12:47:13,AFIK3VBMMX6G6,af3a9e8494e54fa0a28ecb7267f02018,Yes,7,6,4,6,6,6,"short, surprising relevant suggestions",7,7,7,6,90,6,
8/23/2021 19:35:17,AFIK3VBMMX6G6,b6936e96569b4b878e78370c516df55b,Yes,7,6,4,6,6,7,Very brief and relevant responses,7,5,7,5,90,7,
8/27/2021 17:28:32,AFIK3VBMMX6G6,90a244e4c76240ab942d8f56b971b6f2,Yes,7,7,3,7,7,6,Startlingly relevant plot forwarding suggestions,7,7,7,5,75,7,
8/15/2021 17:37:27,AFRJKS3Z3H4CA,4d56ca2cb8c44243a3c86dd80216c1d5,Yes,6,4,2,6,4,6,One time the system didn't have a suggestion,7,5,6,5,95,6,
8/15/2021 19:00:57,AFRJKS3Z3H4CA,7e9c3c8fbe1f4a02bcb9940a2bf95d9f,Yes,6,5,2,5,5,6,Some of the suggestions seemed to deviate wildly from the plot intro provided,6,6,7,5,90,6,
8/26/2021 21:01:52,AKLV0WIZZ356X,ec3d1c0f86a04f8eaea5df982cf79284,Yes,6,7,1,7,7,7,It was so funny. I don't even care if I get paid these hits are the funniest things I've done in a long time!,7,7,7,6,60,7,OMG that is one funny story!
8/24/2021 8:08:39,AM2KK02JXXW48,c68e3e04c564413fab31d6765cba7f77,Yes,7,4,5,6,4,5,"I wrote a full paragraph first without any suggestions, then I moved to a new paragraph and pressed tab, but it said that it had no suggestions.  ",6,6,7,6,80,7,Good luck!
8/24/2021 8:24:40,AM2KK02JXXW48,657931777f324506a86264da2d0d5793,Yes,7,7,1,7,7,7,"Later in the story, I got a suggestion about me being the Queen of England, which I didn't realize earlier when the bee was telling me that I was it's queen. ",7,7,7,7,60,7,Great system!
8/30/2021 15:43:45,AM2KK02JXXW48,0ae783e63f2f485a87f61b8159276c57,Yes,7,7,2,7,7,7,"At one point where I needed a suggestion, it didn't have any for me, so I had to think of something new on my own.  No big deal. ",7,7,7,7,50,7,Good luck!  Not sure if this was submitted twice because of some odd message from Google forms. 
8/30/2021 15:58:46,AM2KK02JXXW48,c55eedaec6ea4aecb9d9cf1fb616a89d,Yes,7,7,2,6,6,7,"It helped a lot with the middle and ending parts to continue the story.  The beginning suggestions did not help, but after writing a bit, the suggestions were much better. ",7,7,7,7,75,7,Good luck! That was a funny premise to start with.  (Obama getting a message from JFK)
8/26/2021 6:17:42,ANCIB6B6EBBIJ,90e9b5945ef5420ea02c7e982df952c2,Yes,6,6,3,7,7,6,There was one instance where the system seem confused about which character was speaking in the dialogue last. The wolf was inviting the Pig to eat sandwiches but the system suggested the Pig had the sandwiches. This wasn't a big problem though.,6,7,7,6,45,7,Creative writing with this system is actually pretty fun.
8/26/2021 6:37:51,ANCIB6B6EBBIJ,1450f586cc5543b69ba4c22ebd2c7fa0,Yes,7,6,4,6,6,7,This time around some of the suggestions were pretty basic and predictable. I had to get more creative on my own and then it seemed to give me more unique suggestions. ,5,5,6,6,55,6,
8/26/2021 6:58:47,ANCIB6B6EBBIJ,b7ba03e9a46a46b79e31ff492b20c30e,Yes,7,4,6,5,5,5,I could have used more creative suggestions I suppose. No specific examples that I recall. ,6,6,6,7,65,5,
8/26/2021 7:16:19,ANCIB6B6EBBIJ,dca80ac7cfd148638a9c0f4b027f720a,Yes,6,7,5,7,6,5,When I got too creative on my own it took a second to follow. It didn't make the best suggestions after I decided to travel in time in the story. ,5,5,6,6,70,6,
8/26/2021 7:40:42,ANCIB6B6EBBIJ,099ea17dc4c24eba8603270c97edd468,Yes,7,6,3,7,7,6,"When I asked for suggestions after mentioning that I was a woman, EACH one mentioned falling for a man, or husband related thing. I felt that it jumped to husband pretty quickly after mentioning gender, as though the system interprets people to be heterosexual by default. This continued with a set of suggestions later as well. ",7,7,7,7,50,7,
8/26/2021 8:26:43,ANCIB6B6EBBIJ,745644f53bdc47409855cc751518e25b,Yes,7,7,3,7,6,5,"There was one spot where it didn't seem to understand where I was going with the story. There was a spy who now belonged to the people and the system kept thinking it still belonged to the aliens, so its suggestions weren't very useful in that section. ",6,7,7,7,70,6,
8/26/2021 8:45:20,ANCIB6B6EBBIJ,cecb749518a84dce992bdcb9c97ec242,Yes,7,7,4,7,7,6,In one instance the AI seemed to back track a bit and make a suggestion similar to what I already said. I think it was when I mentioned the drone? Mostly it was amazing this time though. ,7,7,7,7,65,7,This prompt was hilarious and the AI seemed to continue the humor.  I was laughing the whole time I was writing.
8/26/2021 11:30:19,ANCIB6B6EBBIJ,0c3f03f1c5a44e4bbe66a5c9571797d9,Yes,7,6,3,7,7,7,"On one instance, I used a suggestion and then later it suggested the same phrase again. Something about ""forming a plan..."" But this was no big deal because the other ones were good. ",7,6,6,6,60,7,
8/26/2021 11:47:52,ANCIB6B6EBBIJ,3be804ca8a1d41a4ba5cdeb64b126575,Yes,6,4,4,7,6,4,"On the first couple of times I went for a suggestion, the AI didn't seem to understand at all what I was talking about. Toward the middle of my writing, I received a couple of suggestions that referred to Lost Generation, a phrase used in the prompt, as a literary work or book or something which was odd. ",5,5,5,5,78,5,The prompt on this one was a little confusing to me. I just guessed what it was intended to mean and went with it. 
8/26/2021 13:27:28,ANCIB6B6EBBIJ,152a3e1fac0e4bb0a90b1bbb7a6d57e5,Yes,7,5,3,7,7,7,"On one of my first suggestions, it almost repeated the prompt, which wouldn't have been very useful. ",6,7,7,7,75,6,
8/26/2021 15:25:09,ANCIB6B6EBBIJ,f02fab15925149cf9daa0f299d54f587,Yes,7,6,3,7,7,6,A little repetition. Once I only got one suggestion when I expected to get a few more (spider web).,6,5,6,6,68,6,
8/26/2021 16:17:55,ANCIB6B6EBBIJ,4d44dbfbf4b34c8a9e28065b836b5893,Yes,7,7,2,7,7,6,I wasn't sure which direction the story should take in the beginning and my suggestions were too general to help much at first. But farther in I got great ideas from the AI that were much better than I could have come up with. ,6,7,7,7,50,7,
8/26/2021 16:33:34,ANCIB6B6EBBIJ,8f5facc84faa440aaab8b05968fbdf4a,Yes,7,7,2,7,7,6,"I got some strange suggestions of a political nature that mentioned getting dynamite from China, and one that casually referred to ""free trade liberals in the US"". But my writing wasn't going in that direction so it was odd.",6,5,6,5,65,5,
8/26/2021 16:49:40,ANCIB6B6EBBIJ,7834dec912b34643afb92b7c3648a3fe,Yes,7,7,3,7,7,6,"I felt like I could have used more direction, not inspired by a lot of the suggestions. No specific examples this time. ",5,6,5,6,78,5,
8/27/2021 11:33:28,ANCIB6B6EBBIJ,a1e9b672e5814598a1ec37a8210b8c12,Yes,6,2,6,7,4,3,The system didn't have very many suggestions for me. Several times it gave me nothing. I used a couple of suggestions I was given but after that I struggled with it. ,2,3,3,4,83,2,The system didn't seem to know what to suggest or what I was writing this time. 
8/27/2021 12:24:23,ANCIB6B6EBBIJ,605b87492b46451d8a0ece93161368fc,Yes,7,6,1,7,7,6,The system made a suggestion about ..the mugs being defective because they were from China? This is happened before as though the AI is against China or something. ,7,6,7,7,55,7,
8/27/2021 13:05:28,ANCIB6B6EBBIJ,057fad39f01646e5901eb1fb4dd33aca,Yes,7,4,5,7,5,6,I wasn't helped in a very creative way by the suggestions this time. Lots of repetition. ,4,4,5,5,60,4,
8/27/2021 19:16:44,ANCIB6B6EBBIJ,fd2ec09a682148418ea610817afcc79a,Yes,6,5,5,7,6,6,The first couple of sets of suggestions lagged in creativity. This got better later. ,6,6,6,6,65,6,
8/27/2021 19:41:59,ANCIB6B6EBBIJ,229fee620c9e41f3bf737ffa9217b3d3,Yes,7,6,4,7,7,7,"When I wrote about a thing happening, a suggestion would be ""..and I was the one who made that happen"" or something like it. I used it once and it was good but I got this type of suggestion a few times.",6,6,6,6,65,5,
8/29/2021 10:23:46,ANCIB6B6EBBIJ,a1818a53e4114dd3a3f002dc7f2c2f58,Yes,7,7,2,7,7,7,This time it basically read my mind. It seemed to understand what I meant creatively and gave me useful new ideas on where to go next while still understanding what I was saying. Best ever. No suggestions this time.,7,7,7,6,55,7,
8/29/2021 10:41:20,ANCIB6B6EBBIJ,6d9638620ea946b2bdcc898c41c24ac7,Yes,6,5,5,5,6,6,"In many suggestions the sentence started ""In this story..."", or ""...the story then..."" and even though I used it once, it wouldn't have sounded good to keep repeating it.  ",5,5,5,5,75,5,
8/29/2021 11:26:41,ANCIB6B6EBBIJ,780dc8712eb44ac2a05c14452f14973d,Yes,7,5,4,6,6,6,"Instead of creative ideas, the suggestions were often overly simplistic and similar (...he was happy/...and he was very happy, I was happy for).",5,5,5,6,75,5,
8/29/2021 13:03:02,ANCIB6B6EBBIJ,32a94859448a444fb63afd21ee7168eb,Yes,6,5,6,7,4,3,"It didn't seem to understand what I was trying to write. Like it wanted me to restart the story ""...a woman was dating a shapeshifter"" or something like it was a common one even though that was already established.",4,5,5,5,68,4,
8/29/2021 13:38:29,ANCIB6B6EBBIJ,1187a14aa85d4c568e31d968b2aeadbd,Yes,6,6,3,6,6,5,"Toward the middle the suggestions were like ""this story is told by..."" as though I was at the beginning. Otherwise good this time.",6,6,6,6,65,6,
8/30/2021 8:16:27,ANCIB6B6EBBIJ,85bb144c94404f85ad2931edf1bcb8ae,Yes,7,5,6,6,5,5,"I got a few suggestions I was able to use, but I really felt like I had to push it along this time and do most of the creative work compared to other sessions. It was slow going with the help from the system. ",4,5,5,5,85,4,
8/30/2021 9:13:47,ANCIB6B6EBBIJ,c8fdf07a6af74a27b488098538e3076e,Yes,7,6,3,7,7,6,"This time the system really gave good ideas for what to have the bee say next when I felt stuck. They were grammatical and conveyed an understanding of what I had written. My suggestion for improvement would just be to have more groupings of suggestions that are similar to that, where I feel there is more than one usable option.",6,7,6,7,65,6,
8/30/2021 13:53:00,ANCIB6B6EBBIJ,112e8b0e22094577ae3e513d70f78432,Yes,7,6,3,7,6,7,"Some of the suggestions had very simple wording that made use of what I had already typed, but this was still ok. The system did a good job of understanding where I was going with the story this time.",7,6,7,6,70,6,
8/30/2021 14:23:05,ANCIB6B6EBBIJ,5983f704429c4b41a0b0f6fea354fad0,Yes,7,6,2,7,7,6,"At first I wasn't getting anything good to work with. Then at the point of suggesting ""I would become a doctor and give the old people immortality too"", which I used, the system was much more creative for me. ",6,7,7,7,65,6,
8/31/2021 10:03:08,ANCIB6B6EBBIJ,66b3ac872822426e81bab531fb15d8a0,Yes,6,5,3,7,7,7,The suggestions reflected an understanding of what I was trying to write and added fluently to it. It did not give me many new details or ideas though. More creativity would have improved this session.,6,6,6,7,70,6,
8/31/2021 10:18:03,ANCIB6B6EBBIJ,3fdafca346c94f52ac5b9588a48e0a56,Yes,7,6,2,7,6,6,"Good this time, however one of the best suggestions I got was repeated later although I had used it. No big deal.",6,6,7,6,68,5,
8/31/2021 10:42:53,ANCIB6B6EBBIJ,3f863581f1214664915dc34aacbe4be6,Yes,7,6,3,7,6,6,The suggestions showed a little less understanding of what I had written this time. It gave good new ideas though.,6,6,6,7,75,5,
8/31/2021 11:15:41,ANCIB6B6EBBIJ,fbc03301aebb4715b6b8b6d1891c6c2f,Yes,7,6,3,7,6,6,"A couple of times the suggestions somewhat reworded what I had already said, but otherwise fine.",6,6,6,7,70,5,
8/31/2021 11:31:28,ANCIB6B6EBBIJ,f5b4cac9a2ab4796b736928609ed7a02,Yes,7,6,5,7,5,5,"The suggestions I used were ok, but they needed to be reworded quite a bit to fit the story.",5,6,5,6,75,4,
8/31/2021 12:04:28,ANCIB6B6EBBIJ,3d7f50f368ad4acdb051a9a31c886c9e,Yes,7,7,2,7,7,6,Some suggestions were really out there but in a good way. I had no problems being creative with the given suggestions this time.,7,7,7,7,60,7,
8/31/2021 12:43:10,ANCIB6B6EBBIJ,fbd087c5c3ab48f1b6540c80976e3285,Yes,6,5,5,6,5,5,A lot of the suggestions this time showed no understanding of where in the story I was. For example on the first turn of suggestions I got one or two that would have sounded better at the very end of a story.,4,5,4,5,78,4,
9/1/2021 6:05:08,ANCIB6B6EBBIJ,6a8ad2fab02342468fff4be1b15dc1d1,Yes,7,6,3,7,6,6,Good this time other than I would have liked a little more creative help. ,5,6,6,6,65,6,
9/1/2021 6:30:42,ANCIB6B6EBBIJ,9c8cd9880da74366ba28673147d87d34,Yes,7,6,3,7,6,6,"The system was great at giving me another line to finish the part I was on, not as good at helping me to think of where to go with it next.",6,6,6,6,78,6,
9/1/2021 7:30:14,ANCIB6B6EBBIJ,2848a799f11d4a41b15f5c91dd89eff2,Yes,7,6,2,7,6,6,"In the beginning, a few suggestions were restatements I things I said, but this improved toward the middle and it followed along with what I was writing quite well.",6,6,7,7,60,6,
9/1/2021 7:53:28,ANCIB6B6EBBIJ,b8ccae873da141edbbe0dd86d2eee55c,Yes,6,5,4,6,5,5,"A few of the suggestions were strange. One started with the words, ""The first book..."" ",5,6,5,7,75,6,
9/1/2021 8:26:39,ANCIB6B6EBBIJ,d1aad60e3f7f4dd68721bfd157247a99,Yes,5,4,6,5,5,4,"I got some repetition. After I already talked about ""the green spreading..."" it suggested I say something like ""And the green has spread"" more than once. ",5,5,5,4,80,3,
8/16/2021 7:58:00,APRZ7BR8C0ZMQ ,322cc9be91574818ae2811e740e7d142,Yes,6,6,5,6,6,5,"I do like that there were a variety of choices, NOT only one or two and they were different.",6,6,5,6,92,5,
